No	Latitude	Longitude	Altitude	Speed	Satellites	Date	Time
77	27.011982	-108.801736	312.5	0.00	7	2015/10/10	14:55:34
78	27.012092	-108.801837	357.7	0.09	5	2015/10/10	14:56:32.533
79	27.011791	-108.801681	298.2	0.00	6	2015/10/10	14:57:25
80	27.011856	-108.801723	366.5	0.00	7	2015/10/10	14:58:18
81	27.011645	-108.801672	374.1	0.39	5	2015/10/10	14:59:10
82	27.011278	-108.801529	347.8	0.11	5	2015/10/10	15:00:02
83	27.011207	-108.801398	382.7	0.54	5	2015/10/10	15:00:54
84	27.010915	-108.801400	373.6	0.26	5	2015/10/10	15:01:46
85	27.010824	-108.801305	406.7	0.30	5	2015/10/10	15:02:38
86	27.010715	-108.801134	335.7	0.18	6	2015/10/10	15:03:33.679
87	27.010687	-108.800938	332.6	0.00	7	2015/10/10	15:04:28
88	27.010577	-108.801036	292.3	0.54	6	2015/10/10	15:05:19.289
89	27.010547	-108.800841	397.0	0.00	5	2015/10/10	15:06:12
90	27.010458	-108.800976	300.6	0.30	6	2015/10/10	15:07:07.946
91	27.010506	-108.800973	334.0	0.20	6	2015/10/10	15:08:04.74
92	27.010602	-108.800854	371.9	0.04	6	2015/10/10	15:09:00.245
93	27.010584	-108.800980	345.6	0.17	6	2015/10/10	15:09:56.633
94	27.010544	-108.800932	352.0	0.00	6	2015/10/10	15:10:50
95	27.010590	-108.801082	323.1	0.00	6	2015/10/10	15:11:43
96	27.010587	-108.800959	344.2	0.13	5	2015/10/10	15:12:38.903
97	27.010494	-108.801000	342.6	0.10	6	2015/10/10	15:13:33.734
98	27.010413	-108.800890	377.1	0.00	6	2015/10/10	15:14:27
99	27.010434	-108.800990	348.9	0.02	6	2015/10/10	15:15:24.146
100	27.010385	-108.800819	427.4	0.00	6	2015/10/10	15:16:17
101	27.010377	-108.800909	386.6	0.00	6	2015/10/10	15:17:11
102	27.010423	-108.800928	379.6	0.00	6	2015/10/10	15:18:05
103	27.010361	-108.800893	386.1	0.00	6	2015/10/10	15:18:59
104	27.010315	-108.800833	400.4	0.19	5	2015/10/10	15:19:56.521
105	27.010416	-108.800964	377.4	0.07	6	2015/10/10	15:20:54.215
106	27.010390	-108.801127	316.1	0.44	6	2015/10/10	15:21:49
107	27.010404	-108.800914	366.1	0.12	6	2015/10/10	15:22:45.703
108	27.010296	-108.800795	405.3	0.00	6	2015/10/10	15:23:40
109	27.010403	-108.800856	380.2	0.00	7	2015/10/10	15:24:34
110	27.010474	-108.800846	397.4	0.00	7	2015/10/10	15:25:28
111	27.010494	-108.801009	381.3	0.10	7	2015/10/10	15:26:25.781
112	27.010182	-108.800954	367.7	1.09	7	2015/10/10	15:27:22.581
113	27.009946	-108.800828	378.2	0.00	7	2015/10/10	15:28:17
114	27.009672	-108.800379	355.9	1.14	7	2015/10/10	15:29:13.845
115	27.009026	-108.800238	369.0	2.10	7	2015/10/10	15:30:08
116	27.008444	-108.800394	355.1	1.01	7	2015/10/10	15:31:04.889
117	27.007922	-108.800583	355.9	1.48	7	2015/10/10	15:32:01.706
118	27.007945	-108.800774	372.8	0.00	7	2015/10/10	15:32:56
119	27.007341	-108.800345	350.6	1.02	7	2015/10/10	15:33:52.884
120	27.007084	-108.799913	329.8	0.00	6	2015/10/10	15:34:47
121	27.006783	-108.799874	342.6	0.19	7	2015/10/10	15:35:44.887
122	27.006823	-108.799686	380.5	0.53	6	2015/10/10	15:36:38.290
123	27.006852	-108.799805	354.6	0.00	6	2015/10/10	15:37:33
124	27.006864	-108.799763	372.9	0.18	7	2015/10/10	15:38:31.214
125	27.006633	-108.799738	351.3	0.00	7	2015/10/10	15:39:25
126	27.006928	-108.799802	400.0	0.00	7	2015/10/10	15:40:19
127	27.007180	-108.799865	447.4	0.00	6	2015/10/10	15:41:13
128	27.006748	-108.799779	362.1	0.18	7	2015/10/10	15:42:10.354
129	27.006799	-108.799847	380.9	0.19	5	2015/10/10	15:43:08.558
130	27.006736	-108.799813	363.8	0.07	7	2015/10/10	15:44:07.836
131	27.006754	-108.799765	360.0	0.04	7	2015/10/10	15:45:05.246
132	27.006722	-108.799789	366.8	0.24	7	2015/10/10	15:46:04.813
133	27.006715	-108.799750	339.7	0.00	7	2015/10/10	15:47:00
134	27.006702	-108.799701	352.9	0.00	7	2015/10/10	15:47:56
135	27.006953	-108.799528	366.1	0.00	7	2015/10/10	15:48:52
136	27.006890	-108.799676	335.1	0.00	7	2015/10/10	15:49:48
137	27.007079	-108.799935	376.1	0.11	6	2015/10/10	15:50:49.837
138	27.006675	-108.799711	352.3	0.17	7	2015/10/10	15:51:48.623
139	27.006822	-108.799875	367.5	0.12	6	2015/10/10	15:52:48.454
140	27.006658	-108.799652	375.3	0.12	7	2015/10/10	15:53:47.377
141	27.006769	-108.799784	373.9	0.18	6	2015/10/10	15:54:46.337
142	27.006792	-108.799690	362.3	0.08	7	2015/10/10	15:55:45.511
143	27.006853	-108.799706	368.4	0.20	7	2015/10/10	15:56:44.608
144	27.006695	-108.799736	363.1	0.16	7	2015/10/10	15:57:43.764
145	27.006732	-108.799771	354.5	0.14	7	2015/10/10	15:58:44.24
146	27.007528	-108.799759	454.8	0.00	6	2015/10/10	15:59:39
147	27.006857	-108.799646	329.7	0.09	7	2015/10/10	16:00:35
148	27.006725	-108.799692	372.7	0.17	7	2015/10/10	16:01:36.296
149	27.006848	-108.799744	383.0	0.00	7	2015/10/10	16:02:32
150	27.006839	-108.799688	374.4	0.13	7	2015/10/10	16:03:27
151	27.006515	-108.799649	353.7	0.30	7	2015/10/10	16:04:21.824
152	27.006805	-108.799616	340.1	0.00	7	2015/10/10	16:05:17
153	27.006732	-108.799702	332.9	0.14	7	2015/10/10	16:06:13
154	27.006677	-108.799820	334.1	0.13	7	2015/10/10	16:07:13.501
155	27.006831	-108.799721	315.4	0.23	7	2015/10/10	16:08:09
156	27.006820	-108.799632	343.4	0.00	7	2015/10/10	16:09:06
157	27.006829	-108.799736	321.1	0.11	7	2015/10/10	16:10:03
158	27.006794	-108.799725	319.6	0.08	7	2015/10/10	16:10:57.873
159	27.006712	-108.799791	345.3	0.11	7	2015/10/10	16:11:58.477
160	27.006670	-108.799654	360.7	0.00	7	2015/10/10	16:12:54
161	27.006690	-108.799502	385.0	0.26	6	2015/10/10	16:13:55.791
162	27.006420	-108.799316	430.7	0.82	8	2015/10/10	16:14:53
163	27.006655	-108.799655	336.9	0.00	7	2015/10/10	16:15:49
164	27.006683	-108.799312	333.1	0.14	7	2015/10/10	16:16:45
165	27.006379	-108.799318	404.3	0.12	7	2015/10/10	16:17:41
166	27.006672	-108.799557	337.0	0.00	7	2015/10/10	16:18:38
167	27.006749	-108.799670	341.2	0.12	7	2015/10/10	16:19:39.194
168	27.006781	-108.799187	373.7	0.00	8	2015/10/10	16:20:36
169	27.006713	-108.799266	408.6	0.10	8	2015/10/10	16:21:36.512
170	27.006647	-108.799042	417.9	0.00	8	2015/10/10	16:22:33
171	27.006694	-108.799048	412.0	0.06	8	2015/10/10	16:23:34.537
172	27.006735	-108.799065	415.7	0.51	8	2015/10/10	16:24:35.207
173	27.006778	-108.799107	435.5	0.15	8	2015/10/10	16:25:33
174	27.006632	-108.799144	420.1	0.00	8	2015/10/10	16:26:31
175	27.006735	-108.799117	438.9	0.08	8	2015/10/10	16:27:29
176	27.006801	-108.799031	435.5	0.00	7	2015/10/10	16:28:26
177	27.006750	-108.799033	424.4	0.06	8	2015/10/10	16:29:27.103
178	27.006779	-108.799048	416.7	0.03	8	2015/10/10	16:30:28.271
179	27.006843	-108.799068	394.7	0.02	8	2015/10/10	16:31:26
180	27.006779	-108.799055	437.3	0.00	6	2015/10/10	16:32:24
181	27.006775	-108.799150	461.9	0.00	7	2015/10/10	16:33:21
182	27.006848	-108.799073	423.8	0.00	7	2015/10/10	16:34:19
183	27.006759	-108.799119	426.6	0.30	7	2015/10/10	16:35:20.392
184	27.006761	-108.799069	432.9	0.08	7	2015/10/10	16:36:22.859
185	27.006814	-108.799104	458.4	0.00	7	2015/10/10	16:37:22
186	27.006800	-108.798989	414.0	0.02	7	2015/10/10	16:38:20
187	27.006776	-108.799208	427.2	0.11	7	2015/10/10	16:39:22.879
188	27.006901	-108.799110	372.3	0.01	7	2015/10/10	16:40:21
189	27.006897	-108.799120	472.9	0.00	7	2015/10/10	16:41:19
190	27.006962	-108.799110	420.7	0.23	7	2015/10/10	16:42:20.255
191	27.006956	-108.799115	436.7	0.16	7	2015/10/10	16:43:21.729
192	27.006957	-108.799061	427.7	0.49	7	2015/10/10	16:44:23.156
193	27.006992	-108.799155	410.1	0.33	7	2015/10/10	16:45:23
194	27.006983	-108.799199	452.8	0.06	7	2015/10/10	16:46:24.794
195	27.007086	-108.798933	388.5	0.05	6	2015/10/10	16:47:24
196	27.007108	-108.798989	392.0	0.00	7	2015/10/10	16:48:23
197	27.007125	-108.799110	387.4	0.14	7	2015/10/10	16:49:22
198	27.007077	-108.799033	405.5	0.09	7	2015/10/10	16:50:24.994
199	27.007113	-108.799040	422.3	0.11	7	2015/10/10	16:51:28.100
200	27.007146	-108.799116	442.2	0.25	7	2015/10/10	16:52:31.365
201	27.007216	-108.799128	438.4	0.04	7	2015/10/10	16:53:37.837
202	27.007262	-108.799071	428.9	0.11	8	2015/10/10	16:54:43.743
203	27.007302	-108.799016	411.3	0.06	7	2015/10/10	16:55:49.756
204	27.007364	-108.798893	362.9	0.01	6	2015/10/10	16:56:50
205	27.007249	-108.799072	410.2	0.13	8	2015/10/10	16:57:54.376
206	27.007309	-108.799053	429.1	0.03	8	2015/10/10	16:59:01.90
207	27.007396	-108.799094	422.4	0.17	9	2015/10/10	17:00:06.966
208	27.007296	-108.799402	426.0	0.05	9	2015/10/10	17:01:09
209	27.007332	-108.799110	450.9	0.00	9	2015/10/10	17:02:11
210	27.007323	-108.799293	435.7	0.58	9	2015/10/10	17:03:13
211	27.007329	-108.799307	414.8	0.12	9	2015/10/10	17:04:20.672
212	27.007260	-108.799338	400.8	0.19	9	2015/10/10	17:05:23
213	27.007748	-108.799584	357.4	0.44	9	2015/10/10	17:06:31.177
214	27.007367	-108.799306	376.1	0.09	9	2015/10/10	17:07:37.763
215	27.007357	-108.799339	362.1	0.11	9	2015/10/10	17:08:44.697
216	27.007334	-108.799327	365.5	0.04	9	2015/10/10	17:09:54.113
217	27.007263	-108.799426	452.3	0.00	7	2015/10/10	17:10:59
218	27.007362	-108.799431	349.4	0.10	9	2015/10/10	17:12:08.341
219	27.007349	-108.799180	410.1	0.08	9	2015/10/10	17:13:17.238
220	27.007364	-108.799071	378.3	0.12	7	2015/10/10	17:14:28.745
